gender,age,race,education,marital_status,income,num_meals_not_home,num_meals_fast_food,num_ready_foods_30_days,num_frozen_foods_30_days
1,62,1,2,2,0.25,7,0,0,0
2,24,4,3,3,1.06,3,3,1,8
2,37,1,1,1,1.39,1,1,1,2
2,63,4,3,3,1.06,0,0,0,0
1,50,4,5,3,1.6,6,3,0,0
2,28,4,4,1,3.05,5,5,1,5
2,68,4,3,2,1.06,0,0,1,0
2,49,4,5,2,5.0,14,0,17,0
1,60,4,4,1,4.17,0,0,0,0
2,21,6,4,3,5.0,2,1,0,0
2,67,4,3,3,0.96,0,0,2,0
1,60,4,2,1,0.81,2,2,0,0
2,59,2,3,1,0.0,1,1,2,1
2,26,3,4,1,3.69,18,5,0,4
2,30,3,3,3,0.8,1,1,0,0
2,32,4,3,1,1.74,2,2,0,2
2,30,2,4,1,4.14,17,17,15,6
2,29,3,4,1,0.78,0,0,0,5
2,65,1,1,1,0.96,0,0,0,0
1,22,4,2,3,1.54,3,3,0,10
2,55,2,5,1,2.73,1,0,0,0
2,63,1,2,1,2.16,7,7,0,0
1,63,6,5,1,5.0,7,0,0,0
1,26,4,3,3,4.16,4,3,0,0
2,21,2,5,3,4.74,14,7,0,0
2,47,4,4,3,4.85,2,0,0,0
1,66,3,2,1,2.03,3,3,1,0
2,58,2,5,1,5.0,4,1,0,1
1,22,1,4,3,3.79,14,14,0,0
1,46,6,4,1,5.0,5,2,0,0
2,37,1,1,1,1.29,3,0,0,0
1,57,4,3,2,0.79,0,0,0,0
1,31,4,3,3,1.05,10,10,2,2
2,51,4,4,1,2.8,4,1,7,2
2,60,4,4,2,0.73,0,0,1,0
2,45,4,3,2,1.13,1,1,1,0
1,80,3,4,1,1.91,0,0,1,0
1,27,6,2,1,1.6,6,0,12,0
2,80,3,3,2,1.78,1,0,6,0
2,73,4,3,2,4.07,2,2,0,17
1,51,6,5,1,5.0,1,0,0,0
1,38,1,1,1,0.85,2,0,0,0
2,20,3,1,3,0.94,3,2,0,4
2,63,3,4,1,4.29,5,2,2,0
1,22,1,3,2,1.32,7,3,8,5
1,36,3,4,3,2.03,10,1,0,10
2,29,6,3,1,4.81,3,3,0,0
2,80,4,5,1,5.0,14,0,2,0
2,80,3,3,2,1.69,2,2,2,0
2,62,4,1,2,1.54,5,5,0,0
2,31,4,3,3,2.07,2,2,0,10
2,60,3,4,2,2.07,7,0,5,0
1,41,6,5,1,5.0,5,0,0,0
1,67,3,3,2,2.47,3,0,0,0
2,27,6,4,3,2.94,5,4,0,0
2,52,4,3,1,4.0,7,7,0,0
2,80,3,2,2,2.96,1,1,0,0
1,61,4,4,2,0.74,0,0,0,0
1,46,3,4,1,5.0,2,0,0,0
2,25,3,4,1,2.03,4,2,0,0
1,23,3,5,3,2.8,10,2,2,10
2,80,3,3,1,2.31,0,0,0,10
1,56,2,3,2,0.8,3,1,0,0
1,68,3,3,1,1.7,2,1,1,0
2,30,4,3,3,0.29,0,0,0,0
2,29,4,5,1,4.22,3,3,0,5
1,26,3,5,3,4.39,6,0,6,0
2,68,4,3,2,5.0,0,0,1,0
2,66,4,4,3,0.92,2,1,0,2
1,42,2,4,1,0.84,1,1,1,4
2,64,6,1,2,2.08,1,0,0,0
1,72,3,4,3,1.91,1,0,2,0
1,40,1,2,1,1.45,11,4,0,0
1,79,3,3,1,2.31,2,2,0,0
2,25,2,1,1,0.73,0,0,0,0
2,43,6,5,1,3.73,2,0,0,0
1,56,6,5,1,5.0,3,0,0,0
1,42,3,4,1,2.09,2,2,0,5
1,79,4,5,1,1.88,1,1,0,1
1,52,2,5,1,0.29,2,1,0,0
2,35,3,3,1,1.82,2,2,0,2
1,20,3,2,3,2.46,3,3,4,2
1,73,2,1,1,3.65,0,0,0,4
2,74,4,3,3,2.13,0,0,0,0
2,80,6,1,2,1.26,0,0,0,0
2,71,3,2,1,3.65,1,0,0,4
1,27,7,4,1,0.73,3,2,20,10
2,37,1,5,2,0.89,4,0,0,0
1,80,3,5,1,5.0,5,0,2,0
2,50,3,4,1,5.0,16,1,10,5
2,23,2,4,1,2.55,2,2,0,0
1,33,2,3,1,3.88,2,2,4,4
1,63,1,4,1,4.31,2,2,0,1
2,61,1,1,1,2.95,0,0,0,0
1,36,3,3,3,1.12,0,0,0,0
2,46,6,1,1,1.43,3,3,1,0
2,52,6,5,1,4.93,3,0,0,0
1,46,3,4,1,4.15,6,1,2,0
2,53,3,4,3,1.41,1,1,1,0
1,33,3,5,1,5.0,11,5,0,4
1,58,3,2,1,0.0,5,5,0,2
1,43,6,4,3,4.07,10,10,0,0
2,42,4,4,2,2.96,14,2,3,4
1,26,4,5,3,2.74,3,2,20,12
2,77,4,4,1,5.0,2,0,2,0
2,75,2,4,1,1.19,1,1,0,3
2,33,6,5,1,5.0,2,1,4,8
2,54,2,4,1,4.34,2,1,0,2
1,70,1,5,1,1.25,15,3,0,0
1,60,4,4,1,1.79,0,0,0,0
1,61,1,2,1,4.19,2,1,1,0
1,65,3,4,2,0.88,1,0,0,0
1,66,7,3,2,1.34,1,1,2,1
2,72,3,5,2,5.0,7,2,15,0
1,31,3,4,1,4.09,2,1,2,6
2,80,3,2,3,1.92,1,0,1,0
1,45,2,3,1,2.3,4,4,0,0
2,20,6,4,1,1.35,0,0,0,0
1,66,1,3,3,2.42,2,2,0,4
2,80,3,5,2,1.94,2,0,12,30
2,48,6,5,1,3.85,0,0,0,0
2,58,3,2,2,1.28,12,4,10,20
1,45,1,3,1,2.79,3,3,0,8
2,37,3,4,3,2.19,6,5,0,20
1,39,6,5,1,5.0,21,0,2,0
2,64,1,2,1,2.66,5,3,5,0
1,29,6,4,1,5.0,1,0,0,0
2,80,3,3,2,5.0,2,1,0,30
2,35,2,3,2,1.82,0,0,2,0
1,67,2,1,2,1.04,1,0,0,1
2,24,3,3,3,1.83,2,1,0,2
1,47,6,4,1,0.88,0,0,0,0
2,47,4,4,1,0.0,5,5,0,0
1,58,1,3,2,1.73,3,0,8,0
1,61,4,5,1,5.0,1,1,8,1
1,55,3,3,1,5.0,16,5,0,0
2,62,6,4,2,1.11,0,0,4,0
1,26,6,5,1,1.58,2,0,12,0
2,36,6,5,1,1.99,1,0,0,0
2,57,6,3,3,0.0,5,5,0,0
2,24,3,4,1,4.73,2,1,0,5
1,55,6,3,1,5.0,0,0,0,0
1,80,4,2,2,0.8,2,0,0,0
1,34,3,2,2,1.96,4,1,4,5
1,50,4,4,1,1.87,2,2,15,0
1,80,3,5,2,5.0,0,0,0,0
2,33,3,4,1,4.66,2,2,1,2
2,47,4,5,2,1.83,5,5,0,0
2,36,3,5,2,1.23,1,0,0,1
1,62,4,5,1,4.73,2,0,0,0
1,58,1,2,1,0.0,0,0,2,3
1,25,4,3,1,0.66,4,4,7,12
1,71,3,3,1,2.32,0,0,1,1
2,45,4,4,1,5.0,3,3,10,0
2,24,6,5,1,2.49,7,1,2,4
2,63,3,3,2,0.62,4,4,0,15
2,23,6,5,1,1.24,1,0,1,0
1,25,3,3,3,4.68,4,1,3,5
1,39,3,5,1,1.61,2,2,4,0
2,61,2,3,1,0.92,1,1,0,8
1,27,1,2,1,1.12,2,0,3,0
1,57,6,5,1,5.0,5,0,3,0
1,43,3,3,1,1.06,3,3,2,1
1,48,4,4,1,4.27,10,0,8,0
1,73,1,1,1,0.91,3,3,2,0
2,30,7,5,3,3.73,4,2,8,2
1,38,6,2,1,1.02,1,0,0,0
1,37,2,5,3,2.74,7,3,6,2
1,80,3,4,1,2.46,5,4,0,5
2,47,6,3,1,2.52,0,0,0,7
1,51,6,5,1,3.88,4,0,4,0
2,72,4,4,2,3.32,1,0,90,0
1,38,1,2,1,0.12,1,1,0,0
2,41,7,5,1,5.0,0,0,0,7
1,80,3,2,1,0.77,2,0,3,1
2,26,3,5,3,3.32,0,0,1,0
1,68,2,3,2,0.68,0,0,1,2
1,74,3,2,2,1.82,3,0,0,1
1,50,3,5,1,3.65,3,1,4,0
2,55,2,3,1,1.07,1,0,1,1
2,63,3,4,3,0.72,3,2,0,0
2,21,6,4,3,2.52,3,1,0,0
1,41,4,3,2,3.25,3,3,0,4
1,29,3,4,1,5.0,15,0,10,15
1,60,6,5,1,5.0,3,3,2,0
1,61,3,3,1,2.65,10,5,0,2
2,80,7,3,2,1.58,0,0,1,1
2,49,3,5,2,4.8,2,0,4,0
1,21,3,4,1,3.4,2,1,0,0
1,80,2,3,1,1.95,7,7,0,2
1,25,7,2,3,2.21,0,0,0,0
1,64,6,1,1,1.92,0,0,0,0
2,25,7,4,1,3.85,5,1,0,6
2,58,3,4,1,2.8,12,12,8,0
1,23,2,5,3,4.34,1,1,0,0
2,66,4,4,2,0.64,1,0,1,4
2,36,3,2,2,0.28,1,1,0,0
2,67,2,4,1,1.99,1,0,0,0
1,53,1,3,1,5.0,3,3,8,0
1,69,4,3,1,0.99,1,0,0,0
1,21,3,4,1,3.44,4,4,1,1
2,50,1,1,1,2.88,1,1,0,0
1,71,3,4,2,2.07,1,0,1,1
2,25,4,5,1,3.55,3,3,0,3
2,24,3,5,3,1.32,2,0,0,0
2,35,6,2,1,4.08,0,0,0,0
1,71,3,4,1,3.43,3,1,0,0
2,45,3,4,1,1.14,7,0,0,0
1,55,4,4,1,1.69,0,0,0,0
2,28,2,2,1,0.73,2,0,8,0
2,32,4,2,3,0.61,5,3,17,0
1,40,6,3,1,0.56,0,0,0,0
2,32,2,1,3,0.18,5,5,8,25
1,20,4,4,3,4.9,0,0,0,0
1,71,1,1,2,1.04,0,0,0,0
1,49,3,4,1,3.55,5,5,8,0
1,54,4,5,2,2.02,0,0,0,3
1,60,4,5,1,5.0,0,0,0,0
2,35,3,3,3,1.03,2,2,0,8
2,51,6,5,1,1.77,4,0,4,0
1,36,2,5,1,2.39,2,0,4,0
2,66,3,3,2,1.39,2,2,0,4
2,70,4,3,2,1.36,3,3,2,0
1,80,3,1,2,2.19,1,1,0,1
2,42,1,2,1,3.88,2,0,3,0
2,31,7,5,1,2.48,3,2,10,4
1,80,3,4,2,0.09,2,2,0,1
1,59,6,5,1,0.96,1,0,0,0
1,42,3,3,1,1.72,1,1,0,30
1,62,6,5,1,4.25,2,0,0,0
1,57,3,4,1,5.0,3,2,0,4
2,80,3,5,1,5.0,1,0,3,0
2,41,2,4,1,0.34,0,0,0,0
2,58,3,5,1,5.0,6,1,0,0
2,51,1,1,1,0.67,1,1,0,0
1,67,4,5,1,5.0,14,7,0,0
2,78,1,3,1,1.97,5,1,0,2
2,70,2,5,1,5.0,5,3,0,1
2,63,3,3,1,2.19,3,3,5,1
2,49,6,4,1,5.0,21,2,0,2
2,51,6,5,1,4.72,2,2,1,0
2,61,2,3,1,0.92,0,0,0,0
2,52,3,5,1,5.0,3,0,4,0
2,58,3,2,1,5.0,7,5,0,0
2,37,3,2,2,0.09,4,4,0,0
1,80,3,1,2,2.44,7,0,10,24
1,69,6,5,1,5.0,0,0,6,0
1,71,4,3,2,1.2,1,1,0,0
1,62,4,3,3,0.83,2,0,0,0
2,74,3,4,1,1.92,12,2,30,0
2,67,4,3,2,1.2,5,2,0,0
1,47,3,5,1,5.0,5,1,3,0
1,28,6,5,3,1.24,5,2,0,12
1,73,3,4,2,2.0,0,0,5,3
1,60,3,3,3,0.0,0,0,0,0
2,40,7,5,1,4.34,0,0,0,10
1,64,1,1,1,1.72,14,2,1,0
2,69,1,3,1,3.69,2,1,0,0
1,69,3,5,1,5.0,0,0,0,2
2,65,3,4,1,4.62,4,0,3,0
2,73,3,3,1,1.01,2,1,1,1
1,33,3,4,3,1.49,15,2,4,0
2,49,2,4,1,1.37,1,0,0,30
1,38,4,3,1,0.52,2,2,3,6
2,70,1,3,1,1.75,1,0,1,12
1,49,4,5,2,5.0,4,1,0,0
2,63,6,1,1,1.39,0,0,0,0
2,36,4,2,2,0.99,0,0,0,14
1,31,2,5,3,2.65,3,0,0,0
2,55,6,4,1,2.94,10,3,20,5
1,58,1,1,1,1.83,2,0,0,1
2,41,1,4,1,0.9,10,7,10,0
1,77,3,4,1,0.85,0,0,0,4
2,34,6,5,1,4.66,2,0,0,10
1,41,3,1,1,2.44,5,5,0,4
1,80,3,4,2,4.4,15,3,4,10
2,66,3,4,1,1.62,0,0,3,3
1,62,3,5,1,5.0,0,0,0,0
1,57,3,1,3,0.94,3,3,8,12
1,55,6,5,2,5.0,4,0,3,0
2,22,7,4,3,2.55,14,3,0,0
2,31,4,4,3,1.17,3,3,0,0
2,67,4,3,2,0.85,0,0,0,0
2,36,4,5,3,2.2,5,5,1,0
2,47,1,2,2,0.01,0,0,0,0
1,51,3,3,2,0.92,2,2,0,2
1,43,4,4,1,1.14,0,0,0,0
2,39,4,5,1,4.9,3,3,0,0
1,36,3,4,3,0.84,0,0,0,2
2,77,3,2,1,1.81,0,0,2,0
1,71,3,4,1,2.71,1,0,0,0
1,35,1,3,1,2.52,7,7,2,1
1,21,4,3,3,1.63,4,4,10,0
1,60,3,5,1,5.0,15,0,0,4
2,77,3,2,2,0.62,0,0,0,0
2,27,1,1,3,1.15,3,3,0,0
2,43,1,2,1,1.22,2,2,0,0
2,67,3,2,2,1.36,3,3,2,2
2,66,3,5,1,5.0,3,1,0,2
1,44,1,5,1,5.0,7,0,30,2
1,66,3,4,1,1.62,3,1,2,3
1,33,3,4,2,3.84,4,1,2,10
1,35,3,4,1,4.14,3,1,0,2
2,72,4,3,1,1.14,0,0,0,0
1,43,2,1,3,2.8,19,2,0,0
2,53,3,4,1,5.0,1,1,0,0
1,41,2,3,1,0.82,7,5,4,0
1,66,3,4,1,1.19,1,1,0,0
1,62,3,3,1,3.12,1,1,1,0
1,74,3,3,2,1.52,1,1,0,0
1,63,3,2,2,1.22,1,1,0,0
1,63,3,3,1,1.6,7,2,0,2
1,57,4,4,2,1.94,7,2,0,0
1,75,3,1,1,1.88,0,0,0,0
2,28,4,4,3,2.4,12,12,3,2
1,80,3,5,1,5.0,2,0,4,10
2,65,3,5,1,2.92,0,0,0,0
2,45,3,4,1,2.61,6,5,0,0
1,34,3,3,3,1.78,7,7,0,0
2,56,4,4,1,2.49,1,1,0,0
2,70,2,3,1,2.04,0,0,0,4
1,62,4,2,1,1.84,3,0,5,5
2,52,1,5,3,3.25,14,10,2,1
2,75,3,2,2,5.0,1,0,0,0
1,70,3,5,1,5.0,2,0,1,0
1,40,3,5,1,3.42,2,0,0,2
2,30,3,5,1,2.3,10,6,2,2
2,66,3,3,1,5.0,7,4,0,1
1,73,3,4,2,5.0,2,0,5,0
1,26,6,5,3,5.0,4,1,3,0
1,77,4,3,1,3.08,4,1,0,0
1,50,2,4,1,5.0,6,1,0,0
2,25,2,4,1,0.56,0,0,0,0
1,80,3,3,2,2.0,2,1,0,0
2,68,4,4,1,3.34,0,0,0,0
2,25,4,4,1,1.02,3,3,0,0
2,33,7,4,3,0.82,3,2,0,0
2,32,3,3,2,1.73,7,2,4,4
2,27,4,4,3,3.25,3,3,4,0
2,35,4,4,1,1.29,0,0,0,0
2,63,4,4,2,1.42,6,0,2,0
2,24,3,5,3,2.57,3,1,0,0
2,32,6,5,1,3.66,1,1,0,0
1,48,3,4,1,1.49,4,4,0,0
2,80,4,3,2,1.15,7,2,0,0
1,76,3,5,1,2.77,2,0,0,0
2,55,3,5,1,5.0,4,0,2,0
2,56,3,4,1,5.0,4,2,5,2
1,39,3,4,2,0.49,4,4,2,5
2,44,4,4,1,2.03,1,1,0,0
2,42,1,3,1,0.91,0,0,0,0
1,78,3,5,1,4.25,0,0,4,12
2,54,4,4,3,0.88,10,0,4,2
2,33,3,5,2,0.6,4,4,1,3
1,46,2,3,1,0.1,12,0,2,4
2,74,7,4,1,5.0,8,0,5,2
1,80,3,2,1,1.46,1,1,1,0
2,75,3,4,2,2.8,3,0,3,20
2,63,3,5,1,2.31,0,0,0,0
1,26,1,4,1,2.82,10,9,15,0
2,23,2,4,1,2.65,20,7,60,60
2,49,1,2,1,1.02,3,1,0,0
2,54,3,4,1,5.0,2,0,0,3
1,62,3,3,1,2.3,1,1,0,1
1,33,4,4,3,5.0,3,3,4,2
1,63,4,5,1,3.31,0,0,0,0
2,36,3,4,2,5.0,5,2,0,0
2,68,3,3,1,2.88,2,2,0,0
1,74,3,3,1,4.26,1,1,1,2
2,63,6,5,1,5.0,1,0,2,5
1,68,4,2,2,0.77,0,0,0,0
1,57,3,4,1,3.43,2,0,0,0
1,30,2,4,1,3.43,6,2,0,0
1,60,6,5,1,5.0,9,0,0,0
1,54,6,5,1,5.0,0,0,0,0
2,56,3,4,1,5.0,3,0,0,0
2,78,3,4,2,2.72,3,0,0,0
1,49,7,4,3,1.91,0,0,0,0
1,27,2,4,1,4.22,10,7,2,0
2,41,6,4,1,1.56,0,0,0,0
1,73,2,1,2,2.26,0,0,0,0
1,62,3,4,1,1.56,3,1,0,3
1,68,4,3,1,0.36,8,8,0,2
2,64,3,5,3,5.0,1,0,1,10
2,26,3,4,1,3.29,0,0,2,0
1,25,3,3,3,1.66,0,0,0,0
1,71,4,2,1,1.54,2,2,0,0
1,54,3,5,1,5.0,5,0,0,0
1,51,4,5,3,2.0,1,0,21,0
1,69,4,4,1,5.0,10,5,0,0
2,60,3,4,2,1.21,3,1,8,10
2,67,4,5,2,5.0,7,5,1,5
2,36,3,5,1,5.0,2,1,0,1
2,79,3,3,1,2.84,2,2,1,3
1,76,7,2,2,3.04,1,1,0,0
2,24,3,1,1,0.87,3,3,0,3
1,45,1,1,1,1.5,0,0,0,0
1,73,3,5,1,5.0,4,0,2,2
2,46,4,5,1,5.0,4,0,0,4
1,22,1,4,3,2.54,13,13,0,0
2,34,3,4,2,0.83,2,2,0,1
1,61,4,3,3,1.44,0,0,0,5
1,30,4,3,3,0.99,0,0,0,0
2,66,6,5,2,4.78,0,0,10,0
1,79,3,4,1,2.46,2,1,1,0
2,63,2,4,2,2.31,0,0,0,1
1,22,4,2,3,1.2,2,2,0,1
2,42,1,2,1,1.5,0,0,0,0
2,25,6,4,1,2.29,3,3,0,7
2,28,4,4,3,0.58,3,3,1,1
1,22,3,4,1,1.24,12,10,0,0
2,46,4,4,1,3.88,4,4,3,0
2,57,6,5,1,5.0,1,1,0,0
2,69,4,2,2,1.57,2,0,0,0
1,38,1,2,1,1.24,4,4,3,0
2,52,6,1,1,1.9,0,0,0,0
2,20,4,2,1,0.05,3,3,2,7
2,76,3,5,1,5.0,2,0,0,0
2,78,3,4,1,2.43,2,1,0,1
1,24,1,5,1,1.82,2,1,0,1
1,32,4,5,3,1.77,12,12,0,0
1,75,3,3,1,3.04,2,2,4,7
1,69,6,3,1,0.0,4,4,0,0
1,60,2,4,1,5.0,0,0,0,0
2,54,2,5,1,3.59,0,0,0,0
1,80,4,2,1,1.03,3,1,0,0
1,41,1,3,3,4.4,0,0,0,0
1,34,4,3,3,0.1,4,2,4,0
1,41,4,4,1,0.72,0,0,0,2
2,64,3,4,2,1.66,4,4,0,1
2,75,6,3,1,3.08,0,0,0,0
2,27,4,3,3,0.04,7,5,2,1
2,54,1,5,1,3.59,3,1,0,0
1,42,3,5,1,5.0,2,0,0,1
1,80,3,3,1,2.07,3,1,85,6
2,80,3,4,2,1.24,0,0,0,5
2,49,4,4,1,5.0,2,0,1,1
1,42,4,4,2,1.54,7,7,5,15
1,54,2,2,1,1.6,1,1,0,1
2,28,3,3,1,1.42,1,1,0,2
1,80,3,2,1,1.75,4,4,0,21
2,70,3,3,1,5.0,2,1,21,1
2,80,4,4,2,3.34,0,0,3,1
1,20,3,3,3,0.49,10,10,0,0
1,42,4,2,3,2.15,3,3,0,0
2,64,3,5,3,4.16,1,1,1,3
1,61,4,5,3,0.96,1,1,0,1
1,58,4,3,2,5.0,7,5,15,3
2,33,1,1,1,1.99,1,1,0,0
2,21,1,3,1,1.11,2,2,0,0
2,55,3,3,2,2.36,4,4,0,1
2,70,3,4,2,2.96,5,0,0,0
2,70,1,1,2,0.64,1,0,0,0
2,80,3,5,2,5.0,1,1,1,15
1,28,1,4,3,3.29,12,6,10,10
2,63,6,5,1,5.0,2,2,2,0
2,80,3,3,1,2.32,2,0,0,0
2,21,3,4,1,0.87,1,1,0,3
2,51,3,3,2,1.0,0,0,0,0
1,43,4,4,3,4.0,5,0,10,0
2,62,4,3,2,0.91,3,2,0,0
2,40,3,3,1,2.09,2,2,0,8
1,33,4,3,3,1.18,14,14,0,0
1,30,2,3,1,3.32,20,10,0,1
2,23,3,3,1,4.97,0,0,0,15
2,37,1,3,1,4.14,0,0,0,0
2,74,3,5,2,5.0,7,1,15,5
2,63,4,3,2,0.9,2,0,1,0
2,74,4,3,2,1.18,0,0,0,0
2,55,6,5,1,3.08,0,0,0,0
1,59,3,5,2,5.0,6,1,8,3
1,37,2,5,1,2.28,3,1,12,1
2,42,4,5,1,5.0,6,5,0,1
2,75,6,3,2,4.62,1,0,1,0
2,28,3,3,3,5.0,4,4,0,15
1,21,6,3,3,1.36,14,14,0,0
1,80,3,4,1,5.0,4,1,0,0
1,71,7,3,1,1.56,1,1,2,0
2,79,1,4,2,1.68,5,0,12,0
2,54,6,5,1,4.66,0,0,0,0
2,56,6,5,2,2.11,14,0,0,12
1,80,3,4,1,2.37,1,1,3,1
1,45,3,1,1,0.75,2,2,2,5
1,25,3,3,1,3.31,3,1,0,0
2,31,7,4,3,1.0,2,2,4,2
1,33,3,5,3,3.84,10,2,3,2
2,41,1,3,1,0.96,5,0,0,0
1,47,3,4,3,1.23,0,0,1,0
2,80,3,4,2,2.36,2,0,0,4
1,80,6,1,1,1.85,2,0,0,0
2,30,3,4,3,0.15,0,0,3,0
2,52,2,5,1,2.04,0,0,0,2
1,63,3,4,1,4.86,5,0,15,0
1,47,1,4,1,2.72,3,3,1,3
1,23,3,4,3,0.0,19,10,5,1
2,54,4,3,2,0.0,2,2,0,8
1,60,4,4,1,5.0,2,0,10,0
2,36,1,5,3,5.0,2,1,0,0
2,60,1,1,1,5.0,0,0,0,0
1,66,1,2,1,1.49,0,0,3,0
1,68,7,4,1,1.8,3,3,1,0
2,45,1,2,1,1.24,0,0,0,0
2,59,3,3,3,0.72,0,0,0,10
1,72,3,3,2,1.13,0,0,0,0
1,36,1,3,1,4.4,6,1,0,0
1,42,4,4,1,5.0,2,2,2,0
1,47,2,3,1,0.45,0,0,8,0
2,77,3,5,2,0.62,0,0,0,0
2,38,1,4,3,1.27,2,2,3,3
2,63,6,5,1,5.0,2,2,0,0
2,43,2,4,1,2.3,2,2,0,0
2,48,4,3,3,1.17,0,0,0,1
2,69,4,2,1,1.54,2,2,0,0
2,36,3,5,1,5.0,12,2,1,20
2,54,4,4,3,0.0,2,2,8,0
1,48,6,5,1,5.0,2,2,0,0
2,80,3,5,2,3.98,10,3,0,0
1,68,3,3,2,1.24,5,2,1,0
2,69,4,2,3,0.96,4,2,2,3
1,49,3,5,1,5.0,10,3,0,0
2,40,3,5,1,3.73,0,0,0,0
2,48,7,5,1,5.0,5,1,0,1
1,65,3,3,1,2.33,4,3,12,1
2,52,6,1,1,4.17,1,0,0,0
2,39,4,4,1,0.95,3,3,1,0
1,45,6,5,1,1.38,1,0,0,0
2,69,7,4,1,4.43,7,5,5,0
2,74,3,4,1,0.79,5,3,1,0
2,27,2,5,3,4.08,5,4,0,1
1,52,1,2,1,0.02,7,3,8,0
1,29,4,3,1,1.62,0,0,0,2
1,73,3,5,3,5.0,0,0,0,0
1,60,3,4,2,0.0,0,0,0,0
2,22,3,4,1,1.36,3,1,0,1
2,30,1,4,1,2.11,2,0,2,0
2,52,4,3,1,1.72,4,4,0,0
1,50,3,4,2,2.03,1,1,2,0
2,69,3,5,2,3.87,3,0,1,1
1,80,3,3,2,1.81,3,0,0,0
1,55,2,4,1,3.59,10,8,8,0
1,63,4,3,3,0.15,2,2,8,8
2,45,3,4,2,0.56,1,1,0,4
1,56,3,4,2,3.84,13,0,0,0
1,43,6,5,1,1.38,0,0,2,8
1,67,3,3,2,2.65,0,0,8,3
2,41,6,3,1,1.49,3,2,0,0
2,46,1,1,1,0.64,0,0,0,0
2,30,4,3,1,0.27,3,2,0,4
1,29,4,2,3,1.4,1,1,0,0
1,72,4,4,2,0.6,0,0,0,0
1,80,6,5,1,5.0,0,0,0,0
1,50,6,5,1,4.9,1,1,0,0
2,43,4,3,1,1.61,2,2,1,4
2,54,6,4,1,2.85,0,0,0,0
2,38,1,1,1,1.49,2,2,15,0
2,80,3,4,2,1.42,2,2,0,4
2,55,2,3,1,2.61,3,1,0,0
2,78,3,4,1,3.25,1,1,2,0
2,52,6,4,1,1.17,1,1,0,0
2,68,3,2,2,1.77,2,2,2,0
1,80,3,4,1,3.33,0,0,0,2
1,80,3,3,1,5.0,1,1,10,1
2,28,4,5,3,4.98,21,8,3,3
2,46,3,5,1,5.0,5,1,20,0
2,69,4,5,3,2.22,10,2,0,0
1,70,2,1,1,0.99,1,1,2,1
2,45,3,2,2,0.72,0,0,0,4
1,32,3,4,3,1.98,0,0,0,1
1,80,3,5,1,5.0,3,1,1,7
2,45,1,2,1,1.66,2,2,1,0
1,64,3,4,2,1.65,14,7,0,30
2,43,4,3,2,2.15,7,7,0,0
1,80,3,2,1,2.16,0,0,0,8
2,45,6,3,1,4.76,0,0,0,1
2,33,3,4,1,1.64,1,0,0,0
1,46,1,3,1,0.8,2,0,8,0
1,45,2,4,1,1.26,10,0,0,0
2,29,6,4,2,0.09,3,3,4,4
2,35,3,4,1,3.69,2,1,0,5
2,41,4,3,1,2.49,3,1,0,0
1,71,2,2,1,1.17,5,2,0,0
2,55,3,3,1,3.43,1,1,0,0
2,64,3,4,2,2.82,0,0,10,4
1,80,3,3,1,4.35,3,0,0,10
2,33,1,1,1,0.49,3,3,0,0
2,61,3,3,1,5.0,4,4,0,0
1,41,3,3,1,3.47,21,3,15,1
2,25,7,4,1,1.05,0,0,0,5
1,78,2,2,1,1.54,1,1,1,0
2,40,6,5,1,5.0,2,0,0,0
2,55,4,4,2,0.04,3,3,0,0
1,49,1,2,1,3.85,2,2,1,0
1,38,1,2,1,0.87,4,4,0,0
2,61,3,3,1,1.52,6,5,2,0
2,40,4,4,2,3.32,4,4,0,0
1,37,6,5,1,5.0,6,2,8,0
1,63,3,4,1,4.62,5,5,10,10
2,80,3,4,2,2.0,0,0,0,0
2,51,3,5,1,4.97,5,0,0,2
1,30,4,4,3,4.07,8,8,4,2
1,72,3,4,1,4.14,2,0,2,3
1,43,4,3,1,4.85,3,1,0,1
2,37,3,5,1,1.63,5,2,2,12
2,49,3,4,3,0.82,2,2,0,15
2,35,2,5,1,3.66,5,0,0,0
2,32,3,5,1,5.0,6,2,0,4
1,50,2,4,1,1.47,3,3,0,0
2,59,1,2,1,0.4,0,0,0,0
1,43,2,1,1,2.04,2,2,2,4
2,33,3,5,1,5.0,8,0,3,2
2,26,6,4,1,3.88,1,1,0,2
2,40,2,1,1,0.05,0,0,0,0
2,44,4,5,1,3.4,10,3,15,4
1,42,1,1,1,2.89,0,0,0,0
2,31,1,5,3,4.56,3,1,0,0
1,23,3,3,3,1.22,21,5,0,0
1,57,3,4,1,1.48,0,0,5,2
1,46,3,4,1,2.41,10,10,0,0
1,33,4,5,3,2.89,2,1,12,4
2,26,1,3,3,0.58,2,2,0,0
1,63,4,2,3,0.28,4,0,0,0
1,67,4,5,1,5.0,4,3,4,0
1,60,1,3,1,1.78,1,0,0,0
2,46,4,5,2,1.79,1,1,1,2
2,38,6,5,1,3.88,2,1,0,0
1,49,6,5,1,5.0,15,2,0,0
1,55,6,4,1,2.44,0,0,0,0
2,41,4,5,3,5.0,4,4,0,0
1,80,3,4,1,3.95,0,0,0,15
1,39,2,4,3,2.4,2,1,2,0
2,56,4,4,1,4.61,0,0,2,0
1,22,6,4,3,1.54,3,3,7,0
2,28,4,4,1,1.13,1,1,1,47
